
AIS Model DLK-70 WebPstat Electrochemical Analyzer Rev 2.87
Copyright (c) 2010-2015, Analytical Instrument Systems, Inc.
All Rights Reserved.

"Data File Name: EDS00295-0010-E00001.csv"
"Job ID: 295"
"Electrode Number: 1"
"Manipulator Position (mm): 30.0"
"Date/Time: 05/09/2016 14:24:02"
"Experiment Name: Calib_WE_sulfide"
"Technique: Cyclic Voltammetry"
"User Notes: "
"Internal Instrument Temperature: 25.586138 C"
"Data Points: 1947"
"Pulse Height: 0.0"
"Sequence ID: N/A"
"Current Range: 100 nA / V"
"Filter: None"
"eFilter: Off"
"Scan Rate: 100.00"
"Average Step Size: 0.001750V"
"Sampling Time: 17500 microseconds"
"Degas: 0"
"Stir Time: 0"
"Condition: E : -0.900000 time(sec): 3.000000E : -0.100000 time(sec): 3.000000"
"Vertex 1 Potentials: Initial -0.100 Final -1.800"
"Vertex 2 Potentials: Initial -1.800 Final -0.100"

ESIG(E), ISIG(A)
-9.415000e-01,2.008596e-08
-9.432500e-01,2.000203e-08
-9.450000e-01,1.877114e-08
-9.467500e-01,1.854734e-08
-9.485000e-01,1.871519e-08
-9.502500e-01,1.840747e-08
-9.520000e-01,1.991811e-08
-9.537500e-01,2.033773e-08
-9.555000e-01,2.008596e-08
-9.572500e-01,2.103710e-08
-9.590000e-01,1.997406e-08
-9.607500e-01,1.888304e-08
-9.625000e-01,1.958241e-08
-9.642500e-01,1.865924e-08
-9.660000e-01,2.030976e-08
-9.677500e-01,2.106508e-08
-9.695000e-01,2.078533e-08
-9.712500e-01,2.142875e-08
-9.730000e-01,2.033773e-08
-9.747500e-01,1.905089e-08
-9.765000e-01,1.944254e-08
-9.782500e-01,1.840747e-08
-9.800000e-01,1.893899e-08
-9.817500e-01,2.014191e-08
-9.835000e-01,2.047761e-08
-9.852500e-01,2.072938e-08
-9.870000e-01,2.123293e-08
-9.887500e-01,1.975026e-08
-9.905000e-01,1.949849e-08
-9.922500e-01,1.955444e-08
-9.940000e-01,1.902291e-08
-9.957500e-01,2.028179e-08
-9.975000e-01,2.072938e-08
-9.992500e-01,2.036571e-08
-1.001000e+00,2.128888e-08
-1.002750e+00,1.944254e-08
-1.004500e+00,1.919076e-08
-1.006250e+00,1.924671e-08
-1.008000e+00,1.809974e-08
-1.009750e+00,1.885507e-08
-1.011500e+00,2.039368e-08
-1.013250e+00,1.989014e-08
-1.015000e+00,2.112103e-08
-1.016750e+00,2.005799e-08
-1.018500e+00,1.924671e-08
-1.020250e+00,1.927469e-08
-1.022000e+00,1.891101e-08
-1.023750e+00,1.907886e-08
-1.025500e+00,2.053356e-08
-1.027250e+00,2.042166e-08
-1.029000e+00,2.064546e-08
-1.030750e+00,2.036571e-08
-1.032500e+00,1.933064e-08
-1.034250e+00,1.854734e-08
-1.036000e+00,1.916279e-08
-1.037750e+00,1.846342e-08
-1.039500e+00,2.014191e-08
-1.041250e+00,2.025381e-08
-1.043000e+00,2.025381e-08
-1.044750e+00,2.134483e-08
-1.046500e+00,2.003001e-08
-1.048250e+00,1.893899e-08
-1.050000e+00,1.919076e-08
-1.051750e+00,1.837949e-08
-1.053500e+00,1.899494e-08
-1.055250e+00,2.019786e-08
-1.057000e+00,2.011394e-08
-1.058750e+00,2.061748e-08
-1.060500e+00,2.011394e-08
-1.062250e+00,1.874317e-08
-1.064000e+00,1.902291e-08
-1.065750e+00,1.854734e-08
-1.067500e+00,1.843544e-08
-1.069250e+00,1.977824e-08
-1.071000e+00,2.058951e-08
-1.072750e+00,1.989014e-08
-1.074500e+00,2.067343e-08
-1.076250e+00,1.907886e-08
-1.078000e+00,1.902291e-08
-1.079750e+00,1.913481e-08
-1.081500e+00,1.815569e-08
-1.083250e+00,1.963836e-08
-1.085000e+00,2.053356e-08
-1.086750e+00,1.991811e-08
-1.088500e+00,2.137280e-08
-1.090250e+00,2.008596e-08
-1.092000e+00,1.913481e-08
-1.093750e+00,1.921874e-08
-1.095500e+00,1.871519e-08
-1.097250e+00,1.888304e-08
-1.099000e+00,2.036571e-08
-1.100750e+00,2.025381e-08
-1.102500e+00,2.081331e-08
-1.104250e+00,2.058951e-08
-1.106000e+00,1.941456e-08
-1.107750e+00,1.891101e-08
-1.109500e+00,1.910684e-08
-1.111250e+00,1.882709e-08
-1.113000e+00,2.042166e-08
-1.114750e+00,2.061748e-08
-1.116500e+00,2.067343e-08
-1.118250e+00,2.142875e-08
-1.120000e+00,2.005799e-08
-1.121750e+00,1.958241e-08
-1.123500e+00,2.011394e-08
-1.125250e+00,1.888304e-08
-1.127000e+00,1.994609e-08
-1.128750e+00,2.137280e-08
-1.130500e+00,2.128888e-08
-1.132250e+00,2.187635e-08
-1.134000e+00,2.148470e-08
-1.135750e+00,1.994609e-08
-1.137500e+00,2.042166e-08
-1.139250e+00,1.966634e-08
-1.141000e+00,2.000203e-08
-1.142750e+00,2.117698e-08
-1.144500e+00,2.184838e-08
-1.146250e+00,2.148470e-08
-1.148000e+00,2.168053e-08
-1.149750e+00,2.030976e-08
-1.151500e+00,2.000203e-08
-1.153250e+00,2.011394e-08
-1.155000e+00,1.944254e-08
-1.156750e+00,2.095318e-08
-1.158500e+00,2.154065e-08
-1.160250e+00,2.134483e-08
-1.162000e+00,2.224002e-08
-1.163750e+00,2.078533e-08
-1.165500e+00,2.030976e-08
-1.167250e+00,2.014191e-08
-1.169000e+00,1.963836e-08
-1.170750e+00,2.036571e-08
-1.172500e+00,2.193230e-08
-1.174250e+00,2.154065e-08
-1.176000e+00,2.235192e-08
-1.177750e+00,2.170850e-08
-1.179500e+00,2.047761e-08
-1.181250e+00,2.047761e-08
-1.183000e+00,2.025381e-08
-1.184750e+00,2.019786e-08
-1.186500e+00,2.165255e-08
-1.188250e+00,2.201623e-08
-1.190000e+00,2.156863e-08
-1.191750e+00,2.229597e-08
-1.193500e+00,2.100913e-08
-1.195250e+00,2.039368e-08
-1.197000e+00,2.061748e-08
-1.198750e+00,1.927469e-08
-1.200500e+00,2.114901e-08
-1.202250e+00,2.162458e-08
-1.204000e+00,2.156863e-08
-1.205750e+00,2.263167e-08
-1.207500e+00,2.123293e-08
-1.209250e+00,2.025381e-08
-1.211000e+00,2.056153e-08
-1.212750e+00,1.977824e-08
-1.214500e+00,2.028179e-08
-1.216250e+00,2.179243e-08
-1.218000e+00,2.170850e-08
-1.219750e+00,2.218408e-08
-1.221500e+00,2.198825e-08
-1.223250e+00,2.036571e-08
-1.225000e+00,2.070141e-08
-1.226750e+00,2.011394e-08
-1.228500e+00,2.022583e-08
-1.230250e+00,2.140078e-08
-1.232000e+00,2.190433e-08
-1.233750e+00,2.123293e-08
-1.235500e+00,2.257572e-08
-1.237250e+00,2.072938e-08
-1.239000e+00,2.019786e-08
-1.240750e+00,2.028179e-08
-1.242500e+00,1.933064e-08
-1.244250e+00,2.072938e-08
-1.246000e+00,2.176445e-08
-1.247750e+00,2.137280e-08
-1.249500e+00,2.229597e-08
-1.251250e+00,2.140078e-08
-1.253000e+00,2.036571e-08
-1.254750e+00,2.053356e-08
-1.256500e+00,2.005799e-08
-1.258250e+00,2.030976e-08
-1.260000e+00,2.168053e-08
-1.261750e+00,2.170850e-08
-1.263500e+00,2.198825e-08
-1.265250e+00,2.176445e-08
-1.267000e+00,2.050558e-08
-1.268750e+00,1.986216e-08
-1.270500e+00,2.011394e-08
-1.272250e+00,1.969431e-08
-1.274000e+00,2.126090e-08
-1.275750e+00,2.187635e-08
-1.277500e+00,2.154065e-08
-1.279250e+00,2.232395e-08
-1.281000e+00,2.103710e-08
-1.282750e+00,2.019786e-08
-1.284500e+00,2.050558e-08
-1.286250e+00,1.902291e-08
